Date,Actual,Predictions
2020-07-07,0.00048010611604087927,-0.0018064548781093542
2020-07-14,0.0019179765679719907,0.005608435111890861
2020-07-21,-0.032770640181224664,0.000149973733355571
2020-07-28,0.0542859870255441,0.0029613205454532884
2020-08-04,-0.04757653620397129,0.009894084176970625
2020-08-11,0.039101567646979696,0.006225708823744118
2020-08-18,0.0232742333326037,0.0010818865106632372
2020-08-25,0.04868678143407745,0.0052421870976969145
2020-09-01,-0.07290719113514932,0.0030994975202346207
2020-09-09,-0.029977698928763452,0.0037683311651378957
2020-09-16,-0.02199086114114479,0.003860165135366885
2020-09-23,0.047414729012697165,0.006315168123306214
2020-09-30,-0.0023800467996375474,0.004072484531877302
2020-10-07,0.051231331589531415,0.0034240840128181194
2020-10-14,-0.027821642540359903,-5.920023375088901e-05
