Date,AAPL,GOOG,EUR=X,JPY=X,^DJI,^GSPC,MSFT_Lag,MSFT_3Lag,MSFT_6Lag,MSFT_12Lag,MSFT_pred
2011-03-30,0.02745069546147505,-0.0005499016968260051,0.004029777814378965,0.016788422568251526,0.021656109071217955,0.023399628171810072,0.0027370375927864288,-0.01087384614466469,-0.05137132804139455,-0.0885070288329648,0.02086625187919733
2011-04-06,-0.03084692444169601,-0.013252476580490224,-0.0076208062185603165,0.03281292210502773,0.006145924103428513,0.005465911320955641,0.02086625187919733,0.05340879294476375,-0.016686035070293315,-0.0761817461696137,-0.020085668291382586
2011-04-13,-0.00566617334517483,0.0036507262805951513,-0.017933695090571522,-0.018488381189455616,-0.012613447970883485,-0.015947811947016,-0.020085668291382586,0.0035176211806011715,-0.017405226501274296,-0.11173890944415765,0.005059402489520526
2011-04-21,0.053531902554759814,-0.09686703391330997,-0.0049659636609149516,-0.01615930307087332,0.017816500562291893,0.017240884947088198,0.0039262076513932875,0.005107104736503221,0.004319685086997094,-0.12021824890361099,0.01555239801347641
2011-04-29,-0.0016265659661183207,0.03554427072789945,-0.01966668016587636,-0.004491363203018572,0.024060524366534608,0.019423104253380785,0.01555239801347641,-0.010744565459364086,0.044977970516851595,-0.07504449851574835,-0.0019308457891660247
2011-05-06,-0.009960077646204102,-0.016305625224195985,0.020394198556009158,-0.013745441359213295,-0.013501553886309026,-0.017316763917747835,-0.0019308457891660247,0.017547759875703672,0.0023220355997124464,-0.07804845402616412,-0.03300889576176402
2011-05-13,-0.017929368690800196,-0.01079983960525599,0.021297318098163043,0.007717276894490865,-0.0034072632786923407,-0.0018147569495488014,-0.03300889576176402,-0.01938734353745364,-0.014280238800950418,-0.07650221659713008,-0.021810271258437375
2011-05-20,-0.015628055286368348,-0.010478660249246374,-0.005482401990406671,0.008282436483465716,-0.006668071620369531,-0.003369477201169424,-0.021810271258437375,-0.05675001280936742,-0.06749457826873151,-0.0890170130139909,0.01096459544226569
2011-05-27,0.006511725920187672,-0.005990800624930515,0.012731588980036679,-0.005448404261946926,-0.005647288679144324,-0.001628936243185386,0.01096459544226569,-0.04385457157793571,-0.026306811702232036,-0.05652998282646582,-0.030759037294478375
2011-06-06,0.0018654267949558268,0.0003071545634831807,-0.024708333468015098,-0.007587695611580791,-0.02866874230083738,-0.03433680563723396,-0.030759037294478375,-0.04160471311065006,-0.0609920566481037,-0.056672371561106605,0.0012487279845734278
2011-06-13,-0.034428035950766045,-0.03184161008987907,0.02224614335895403,0.001494707789644778,-0.01139559268439072,-0.01121207045762862,0.0012487279845734278,-0.018545713867639257,-0.07529572667700668,-0.030317756160155085,0.01772870164336604
2011-06-20,-0.035148156444754886,-0.04074112356751147,0.0033197208539815226,-0.0032914446097311867,0.010602879078492222,0.005121221335490311,0.01772870164336604,-0.011781607666538907,-0.055636179244474615,-0.05331414364476217,0.02939617539887962
2011-06-27,0.051667392458512484,-0.0036800324995027722,0.007996091688762863,0.004784016404214775,-0.003052597703920412,0.0013601858377345621,0.02939617539887962,0.04837360502681909,0.006768891916169029,-0.007511346884781389,0.03240572059272662
2011-07-05,0.05104784448612998,0.09786770496867181,-0.016368521377335132,-0.0014481323586039707,0.042772648226252485,0.04414809442707668,0.03240572059272662,0.07953059763497228,0.06098488376733302,-0.006509694501398489,0.019403318014714177
2011-07-12,0.012287246511187178,0.0029443704324902953,0.03584883241170167,-0.005502343192200776,-0.009832710107199105,-0.018284354161648864,0.019403318014714177,0.08120521400632041,0.06942360633978151,0.04311679463754947,0.036986463143864334
2011-07-19,0.0632567638553665,0.1207560901400182,-0.005067437537807251,-0.015564489338457221,0.011227916626433299,0.009915332387545384,0.036986463143864334,0.08879550175130513,0.13716910677812422,0.07617705013002052,0.019418049896532175
2011-07-26,0.06810616630710742,0.03260513875630622,-0.018228464610138384,-0.009532960288940018,-0.006865273029216468,0.003919228606405589,0.019418049896532175,0.07580783105511069,0.15533842869008296,0.08004270201307628,-0.04665571739166907
2011-08-02,-0.03660548885678372,-0.04959374689887408,0.0076451571061987855,-0.01078597970470252,-0.052103196803992446,-0.06025812930682495,-0.04665571739166907,0.009748795648727437,0.09095400965504785,0.03531783041057324,-0.04659106588078599
2011-08-09,-0.039065403444431546,-0.03258105704732461,0.0064257690927821964,0.0016124354678836994,-0.05427108655512214,-0.06721452040953313,-0.04659106588078599,-0.07382873337592288,0.014966768375382244,0.021735660291551273,-0.009032048082826982
2011-08-16,0.017151011406531413,-0.06188540366922357,-0.018709245909027006,-0.009648807493672251,0.014675028278531954,0.01710612520198662,-0.009032048082826982,-0.10227883135528204,-0.026471000300171355,0.034513883467161666,-0.025166140272739668
2011-08-23,-0.018247829451497832,-0.03815863118535834,0.005371052495619644,-0.00010406066984725015,-0.020296766660674592,-0.025826160661059916,-0.025166140272739668,-0.08078925423635264,-0.0710404585876252,-0.001616852247843692,0.05929117161430186
2011-08-30,0.04293535981841323,0.04130768035533272,-0.01130840206888567,0.001313666175398076,0.0337099533349825,0.04258691494143463,0.05929117161430186,0.025092983258735213,-0.04873575011718767,0.08843335666093655,-0.00880723840538744
2011-09-07,-0.015660797667671478,-0.012412556303478262,0.03023745809301759,0.011884611151532276,-0.012630508729932544,-0.011859820870449234,-0.00880723840538744,0.025317792936174754,-0.07696103841910729,0.07837739027097568,0.019048194970694432
2011-09-14,0.013889948216449621,-0.003676989173691858,0.0229109130491027,-0.008877405820514994,-0.014838584730247462,-0.008327398017656584,0.019048194970694432,0.06953212817960885,-0.011257126056743783,0.07969688359830407,-0.01943289314531249
2011-09-21,0.05701288142565808,0.013311534575952244,-0.0005749450284591728,-0.006114974304606058,-0.010897029529536084,-0.018612807947911314,-0.01943289314531249,-0.0091919365800055,0.015901046678729713,0.030867815054111958,-0.015901046678729713
2011-09-28,-0.03740159177410618,-0.01940069991371285,0.008182769724009609,0.004501853738345218,-0.010294705142104732,-0.013547377128191762,-0.015901046678729713,-0.016285744853347772,0.009032048082826982,-0.017438952217344372,0.012045977020512133
2011-10-05,-0.04840611961639141,-0.04672169605452581,0.018743473471514727,-0.0006250849436204575,-0.0064644822865371765,-0.006126165870625755,0.012045977020512133,-0.02328796280353007,0.04624416537607878,-0.024796293211546416,0.04049748189672986
2011-10-12,0.061369226238364494,0.0832230918906749,-0.023399450753839757,-0.0012123332860953795,0.051563545531442045,0.05378790377303666,0.04049748189672986,0.03664241223851228,0.02745047565850678,-0.021285274458680892,0.0062858436516854965
2011-10-19,-0.008916002028584558,0.0570469126095583,-0.006887433851134939,0.0014337560154871198,-0.0012360859738578256,0.002176139401177224,0.0062858436516854965,0.05882930256892749,0.042543557715579716,-0.03441748070352757,-0.020104884743589402
2011-10-26,0.004954820686259964,0.009614387039505345,-0.011900720373143547,-0.008738583146905121,0.031184628473461373,0.026201798338595594,-0.020104884743589402,0.026678440804825954,0.0033904780012958824,-0.0078666480554479,-0.022054122733149217
2011-11-02,-0.007994945410892296,-0.0025445525980059003,0.018037395466652673,0.028457686743688093,-0.002784215131004686,-0.0033065682334996183,-0.022054122733149217,-0.03587316382505312,0.000769248413459156,0.01667029509218887,0.007278351626553992
2011-11-09,-0.005374140780544323,0.027207726415764633,-0.012408071300193502,-0.007666010762807041,-0.004666109574811728,-0.007134240902355593,0.007278351626553992,-0.03488065585018463,0.02394864671874286,0.03298069480156984,-0.004974223647480791
2011-11-16,-0.026948587606164587,0.017354152373881604,0.023368153217430798,-0.008373907016737903,0.010525016817700461,0.006334187351786369,-0.004974223647480791,-0.019749994754076017,0.006928446050749937,0.05317261142682872,-0.06333736684552393
2011-11-23,-0.04731116989197259,-0.07003659269586038,-0.0010947127279298807,-0.001168556110431318,-0.055969027277837924,-0.06265440889872931,-0.06333736684552393,-0.061033238866450734,-0.09690640269150386,-0.06945592703299708,0.032565747046394034
2011-12-01,0.055490307462009,0.07379091536662585,-0.006859683752806156,0.00401662743408604,0.06553545037498587,0.06883613546613088,0.032565747046394034,-0.03574584344661069,-0.07062649929679532,-0.028082941581215604,0.004735562565731044
2011-12-08,0.0070126945589379375,0.003707861446121008,0.002993496408332519,0.0011593284624238365,-0.0018594666626068346,-0.008253592335806914,0.004735562565731044,-0.026036057233398857,-0.045786051987474874,-0.04239557398617899,0.006279449609063459
2011-12-15,-0.030459738808060077,0.005649174241681543,0.03150656957909004,0.005584844411051115,-0.010801066375234925,-0.015183325657054603,0.006279449609063459,0.043580759221188536,-0.017452479645262198,-0.016683231231803042,0.009733384423573632
2011-12-22,0.0504551010176586,0.016266264227038363,-0.003995290031484244,-0.0004866500348139624,0.025031264785273066,0.030977271908970927,0.009733384423573632,0.020748396598368135,-0.014997446848242557,0.008951199870500304,0.005794863530407035
2011-12-30,0.016054107994460942,0.02540111450588789,0.00768646617342067,-0.006430651022217404,0.003929046528652336,0.0028666810688582345,0.005794863530407035,0.021807697563044126,-0.004228359670354731,0.0027000863803952058,0.06631855006667653
2012-01-09,0.04047822123244771,-0.03696533869196994,0.021818284916569702,-0.001429130117064581,0.014232591352877577,0.01820164204417818,0.06631855006667653,0.0818467980206572,0.12542755724184573,0.028521154550341876,0.01857197871980798
2012-01-17,0.0070177413576524295,0.009783972642271266,0.008561416980614606,-0.0005205741326292923,0.007186422286006078,0.010076409016567034,0.01857197871980798,0.09068539231689154,0.11143378891525968,0.04080728961846436,0.03750439255998739
2012-01-24,-0.010152622962809055,-0.07883300967811024,-0.028015621298827564,0.0023404029085334344,0.015397479716643403,0.01608731473756908,0.03750439255998739,0.1223949213464719,0.14420261890951602,0.09841656692204115,0.006454941092789657
2012-01-31,0.08231442852570314,-0.0014125574303820443,-0.008608668564447697,-0.008346415003057217,-0.003385393331827302,-0.001705321330507381,0.006454941092789657,0.06253131237258502,0.14437811039324222,0.12692563074798002,0.027389811066222958
2012-02-07,0.026695404889697016,0.04493203250074007,0.0013655584663160858,0.0024851551192677235,0.01923064853090395,0.026051884764980215,0.027389811066222958,0.071349144719,0.16203453703589155,0.147037090187649,-0.003300345597675669
2012-02-14,0.08311107489858305,0.004915708478079317,-0.0027593354130543424,0.012462825884233197,6.218095295551507e-06,0.0025578417381586505,-0.003300345597675669,0.030544406561336945,0.15293932790780884,0.1487109682374541,0.03316300163196795
