Open,Daily Return,Adj Daily Return,Adj Daily Rolling Volatility,Decision
28.459999084472656,-0.006629467378548304,0.012720869966671877,0.013550814029825234,Entry
28.5,-0.0042149257035098975,-0.006629467378548304,0.013834228227779074,Exit
28.399999618530273,-0.011640208792439766,-0.0042149257035098975,0.013875485947081727,Exit
28.020000457763672,0.012847919240600358,-0.011640208792439766,0.010284220471142405,Exit
28.139999389648438,0.0024665822495733014,0.012847919240600358,0.011204874466879578,Entry
28.510000228881836,0.011599294019560391,0.0024665822495733014,0.010312967728928257,Entry
28.75,0.003127176874240023,0.011599294019560391,0.010676556318375306,Entry
28.899999618530273,-0.03879462440857828,0.003127176874240023,0.009634102522783693,Entry
27.770000457763672,-0.0007207372167088444,-0.03879462440857828,0.015539892708458156,Exit
27.799999237060547,0.009376135347056946,-0.0007207372167088444,0.015430986712222596,Exit
27.93000030517578,-0.0017863250257021956,0.009376135347056946,0.015111222954480369,Entry
27.969999313354492,-0.010379416964357069,-0.0017863250257021956,0.015032969124389837,Exit
27.700000762939453,0.004339994245532441,-0.010379416964357069,0.015268729071655763,Exit
27.799999237060547,0.01548434634813134,0.004339994245532441,0.015027419370448481,Entry
28.100000381469727,0.0028368766504145437,0.01548434634813134,0.015313716020427427,Entry
28.190000534057617,-0.010961858761107002,0.0028368766504145437,0.015322209031260178,Entry
27.93000030517578,-0.016803694132737745,-0.010961858761107002,0.015001707565726418,Exit
27.760000228881836,-0.009090909090909038,-0.016803694132737745,0.015451674443666059,Exit
27.209999084472656,-0.0007339617527952758,-0.009090909090909038,0.010109540906955969,Exit
27.040000915527344,-0.0099155513148238,-0.0007339617527952758,0.010109389182206647,Exit
27.049999237060547,0.0022255703015054973,-0.0099155513148238,0.009572076954063109,Exit
26.969999313354492,0.007031777331239608,0.0022255703015054973,0.009743778874681062,Entry
27.1299991607666,-0.005512665328087807,0.007031777331239608,0.009892638625937485,Entry
26.780000686645508,-0.017368785019601818,-0.005512665328087807,0.009729163721813,Exit
26.530000686645508,0.0,-0.017368785019601818,0.00842436504036245,Exit
26.639999389648438,0.006769473642077584,0.0,0.008143180901367742,Exit
26.90999984741211,-0.008218200109866736,0.006769473642077584,0.008868229896594495,Entry
26.690000534057617,0.001129969397649866,-0.008218200109866736,0.007889043408085937,Exit
26.600000381469727,-0.015801357317512865,0.001129969397649866,0.007742257942506758,Entry
26.110000610351562,-0.0030581010769374917,-0.015801357317512865,0.00876746493714261,Exit
26.260000228881836,0.004601259186520101,-0.0030581010769374917,0.008514956204188866,Exit
26.219999313354492,-0.00954198445496346,0.004601259186520101,0.00871639557347984,Entry
